,regimen,regimen_abbrev,regimen_name,regimen_name_formatted,van_deun_core_drug,van_deun_companion_drugs,van_deun,resistance_prevention,mechanism_of_action,route_of_administration,route_of_administration_hospitalized,cost,toxicity,qt_prolongation,high_bactericidal_activity_early,high_bactericidal_activity,high_sterilizing_activity,efficacy,bactericidal_activity_early,bactericidal_activity,sterilizing_activity,synergism,antagonism,contraindications,same_drug_class,first_line,clinical_evidence
3460,"(2, 3, 14, 19)","IMI, MERO, ETH, DLM","['Imipenem', 'Meropenem', 'Ethionamide', 'Delamanid']","['imipenem', 'meropenem', 'ethionamide', 'delamanid']",False,False,False,10,False,False,True,1098.1799999999998,7.5,False,False,False,True,False,7,9,13,0,0,0,1,0,6
3461,"(2, 3, 14, 20)","IMI, MERO, ETH, INH","['Imipenem', 'Meropenem', 'Ethionamide', 'Isoniazid']","['imipenem', 'meropenem', 'ethionamide', 'isoniazid']",False,True,False,11,False,False,True,790.16,7.5,False,True,True,True,True,10,11,13,0,0,0,1,1,9
3462,"(2, 3, 14, 21)","IMI, MERO, ETH, INH HD","['Imipenem', 'Meropenem', 'Ethionamide', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'ethionamide', 'isoniazid_high_dose']",False,True,False,11,False,False,True,790.78,7.75,False,True,True,True,True,9,11,13,0,0,0,1,1,7
3463,"(2, 3, 14, 22)","IMI, MERO, ETH, PZA","['Imipenem', 'Meropenem', 'Ethionamide', 'Pyrazinamide']","['imipenem', 'meropenem', 'ethionamide', 'pyrazinamide']",False,False,False,9,False,False,True,791.55,7.5,False,False,False,True,False,6,10,14,0,0,0,1,1,9
3465,"(2, 3, 15, 16)","IMI, MERO, PTH, RIF","['Imipenem', 'Meropenem', 'Prothionamide', 'Rifampicin']","['imipenem', 'meropenem', 'prothionamide', 'rifampicin']",True,False,False,11,False,False,True,811.95,7.5,False,False,True,True,False,8,11,15,0,0,0,1,1,9
3466,"(2, 3, 15, 17)","IMI, MERO, PTH, RIF HD","['Imipenem', 'Meropenem', 'Prothionamide', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'prothionamide', 'rifampicin_high_dose']",False,False,False,11,False,False,True,834.83,7.5,False,False,False,True,False,8,9,15,0,0,0,1,1,6
3467,"(2, 3, 15, 18)","IMI, MERO, PTH, RBT","['Imipenem', 'Meropenem', 'Prothionamide', 'Rifabutin']","['imipenem', 'meropenem', 'prothionamide', 'rifabutin']",False,False,False,11,False,False,True,854.3000000000001,8.0,False,False,False,True,False,7,10,14,0,0,0,1,1,7
3468,"(2, 3, 15, 19)","IMI, MERO, PTH, DLM","['Imipenem', 'Meropenem', 'Prothionamide', 'Delamanid']","['imipenem', 'meropenem', 'prothionamide', 'delamanid']",False,False,False,10,False,False,True,1105.33,7.5,False,False,False,True,False,7,9,13,0,0,0,1,0,6
3469,"(2, 3, 15, 20)","IMI, MERO, PTH, INH","['Imipenem', 'Meropenem', 'Prothionamide', 'Isoniazid']","['imipenem', 'meropenem', 'prothionamide', 'isoniazid']",False,True,False,11,False,False,True,797.3100000000001,7.5,False,True,True,True,True,10,11,13,0,0,0,1,1,9
3470,"(2, 3, 15, 21)","IMI, MERO, PTH, INH HD","['Imipenem', 'Meropenem', 'Prothionamide', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'prothionamide', 'isoniazid_high_dose']",False,True,False,11,False,False,True,797.9300000000001,7.75,False,True,True,True,True,9,11,13,0,0,0,1,1,7
3471,"(2, 3, 15, 22)","IMI, MERO, PTH, PZA","['Imipenem', 'Meropenem', 'Prothionamide', 'Pyrazinamide']","['imipenem', 'meropenem', 'prothionamide', 'pyrazinamide']",False,False,False,9,False,False,True,798.7,7.5,False,False,False,True,False,6,10,14,0,0,0,1,1,9
3473,"(2, 3, 16, 17)","IMI, MERO, RIF, RIF HD","['Imipenem', 'Meropenem', 'Rifampicin', 'Rifampicin High Dose']","['imipenem', 'meropenem', 'rifampicin', 'rifampicin_high_dose']",True,False,False,12,False,False,True,831.13,5.5,False,False,True,True,False,8,10,18,0,0,0,2,2,7
3474,"(2, 3, 16, 18)","IMI, MERO, RIF, RBT","['Imipenem', 'Meropenem', 'Rifampicin', 'Rifabutin']","['imipenem', 'meropenem', 'rifampicin', 'rifabutin']",True,False,False,12,False,False,True,850.6,6.0,False,False,True,True,False,7,11,17,0,0,0,2,2,8
3475,"(2, 3, 16, 19)","IMI, MERO, RIF, DLM","['Imipenem', 'Meropenem', 'Rifampicin', 'Delamanid']","['imipenem', 'meropenem', 'rifampicin', 'delamanid']",True,False,False,11,False,False,True,1101.63,5.5,False,False,True,True,False,7,10,16,0,0,0,1,1,7
3476,"(2, 3, 16, 20)","IMI, MERO, RIF, INH","['Imipenem', 'Meropenem', 'Rifampicin', 'Isoniazid']","['imipenem', 'meropenem', 'rifampicin', 'isoniazid']",True,True,True,12,False,False,True,793.61,5.5,False,True,True,True,True,10,12,16,0,0,0,1,2,10
3477,"(2, 3, 16, 21)","IMI, MERO, RIF, INH HD","['Imipenem', 'Meropenem', 'Rifampicin', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'rifampicin', 'isoniazid_high_dose']",True,True,True,12,False,False,True,794.23,5.75,False,True,True,True,True,9,12,16,0,0,0,1,2,8
3478,"(2, 3, 16, 22)","IMI, MERO, RIF, PZA","['Imipenem', 'Meropenem', 'Rifampicin', 'Pyrazinamide']","['imipenem', 'meropenem', 'rifampicin', 'pyrazinamide']",True,False,False,10,False,False,True,795.0,5.5,False,False,True,True,False,6,11,17,0,0,0,1,2,10
3480,"(2, 3, 17, 18)","IMI, MERO, RIF HD, RBT","['Imipenem', 'Meropenem', 'Rifampicin High Dose', 'Rifabutin']","['imipenem', 'meropenem', 'rifampicin_high_dose', 'rifabutin']",False,False,False,12,False,False,True,873.48,6.0,False,False,False,True,False,7,9,17,0,0,0,2,2,5
3481,"(2, 3, 17, 19)","IMI, MERO, RIF HD, DLM","['Imipenem', 'Meropenem', 'Rifampicin High Dose', 'Delamanid']","['imipenem', 'meropenem', 'rifampicin_high_dose', 'delamanid']",False,False,False,11,False,False,True,1124.51,5.5,False,False,False,True,False,7,8,16,0,0,0,1,1,4
3482,"(2, 3, 17, 20)","IMI, MERO, RIF HD, INH","['Imipenem', 'Meropenem', 'Rifampicin High Dose', 'Isoniazid']","['imipenem', 'meropenem', 'rifampicin_high_dose', 'isoniazid']",False,False,False,12,False,False,True,816.49,5.5,False,True,True,True,True,10,10,16,0,0,0,1,2,7
3483,"(2, 3, 17, 21)","IMI, MERO, RIF HD, INH HD","['Imipenem', 'Meropenem', 'Rifampicin High Dose', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'rifampicin_high_dose', 'isoniazid_high_dose']",False,False,False,12,False,False,True,817.11,5.75,False,True,True,True,True,9,10,16,0,0,0,1,2,5
3484,"(2, 3, 17, 22)","IMI, MERO, RIF HD, PZA","['Imipenem', 'Meropenem', 'Rifampicin High Dose', 'Pyrazinamide']","['imipenem', 'meropenem', 'rifampicin_high_dose', 'pyrazinamide']",False,False,False,10,False,False,True,817.88,5.5,False,False,False,True,False,6,9,17,0,0,0,1,2,7
3486,"(2, 3, 18, 19)","IMI, MERO, RBT, DLM","['Imipenem', 'Meropenem', 'Rifabutin', 'Delamanid']","['imipenem', 'meropenem', 'rifabutin', 'delamanid']",False,False,False,11,False,False,True,1143.98,6.0,False,False,False,True,False,6,9,15,0,0,0,1,1,5
3487,"(2, 3, 18, 20)","IMI, MERO, RBT, INH","['Imipenem', 'Meropenem', 'Rifabutin', 'Isoniazid']","['imipenem', 'meropenem', 'rifabutin', 'isoniazid']",False,True,False,12,False,False,True,835.96,6.0,False,True,True,True,True,9,11,15,0,0,0,1,2,8
3488,"(2, 3, 18, 21)","IMI, MERO, RBT, INH HD","['Imipenem', 'Meropenem', 'Rifabutin', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'rifabutin', 'isoniazid_high_dose']",False,True,False,12,False,False,True,836.58,6.25,False,True,True,True,True,8,11,15,0,0,0,1,2,6
3489,"(2, 3, 18, 22)","IMI, MERO, RBT, PZA","['Imipenem', 'Meropenem', 'Rifabutin', 'Pyrazinamide']","['imipenem', 'meropenem', 'rifabutin', 'pyrazinamide']",False,False,False,10,False,False,True,837.35,6.0,False,False,False,True,False,5,10,16,0,0,0,1,2,8
3491,"(2, 3, 19, 20)","IMI, MERO, DLM, INH","['Imipenem', 'Meropenem', 'Delamanid', 'Isoniazid']","['imipenem', 'meropenem', 'delamanid', 'isoniazid']",False,False,False,11,False,False,True,1086.99,5.5,False,True,True,True,True,9,10,14,0,0,0,1,1,7
3492,"(2, 3, 19, 21)","IMI, MERO, DLM, INH HD","['Imipenem', 'Meropenem', 'Delamanid', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'delamanid', 'isoniazid_high_dose']",False,False,False,11,False,False,True,1087.6100000000001,5.75,False,True,True,True,True,8,10,14,0,0,0,1,1,5
3493,"(2, 3, 19, 22)","IMI, MERO, DLM, PZA","['Imipenem', 'Meropenem', 'Delamanid', 'Pyrazinamide']","['imipenem', 'meropenem', 'delamanid', 'pyrazinamide']",False,False,False,9,False,False,True,1088.38,5.5,False,False,False,True,False,5,9,15,1,0,0,1,1,7
3495,"(2, 3, 20, 21)","IMI, MERO, INH, INH HD","['Imipenem', 'Meropenem', 'Isoniazid', 'Isoniazid High Dose']","['imipenem', 'meropenem', 'isoniazid', 'isoniazid_high_dose']",False,True,False,12,False,False,True,779.59,5.75,False,True,True,True,True,11,12,14,0,0,0,2,2,8
3496,"(2, 3, 20, 22)","IMI, MERO, INH, PZA","['Imipenem', 'Meropenem', 'Isoniazid', 'Pyrazinamide']","['imipenem', 'meropenem', 'isoniazid', 'pyrazinamide']",False,True,False,10,False,False,True,780.36,5.5,False,True,True,True,True,8,11,15,0,0,0,1,2,10
3498,"(2, 3, 21, 22)","IMI, MERO, INH HD, PZA","['Imipenem', 'Meropenem', 'Isoniazid High Dose', 'Pyrazinamide']","['imipenem', 'meropenem', 'isoniazid_high_dose', 'pyrazinamide']",False,True,False,10,False,False,True,780.98,5.75,False,True,True,True,True,7,11,15,0,0,0,1,2,8
3501,"(2, 4, 5, 6)","IMI, MFX, MFX HD, BDQ","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Bedaquiline']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'bedaquiline']",False,True,False,11,False,False,True,530.74,5.75,True,True,True,True,True,12,11,15,0,0,0,1,0,10
3502,"(2, 4, 5, 7)","IMI, MFX, MFX HD, AMI","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Amikacin']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'amikacin']",False,True,False,12,False,False,True,508.75,7.75,True,True,True,True,True,12,11,12,0,0,0,1,0,10
3503,"(2, 4, 5, 8)","IMI, MFX, MFX HD, CFZ","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Clofazimine']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'clofazimine']",False,True,False,12,False,False,True,495.7,7.0,True,True,True,True,True,11,12,12,0,0,0,1,0,9
3504,"(2, 4, 5, 9)","IMI, MFX, MFX HD, CS","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Cycloserine']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'cycloserine']",False,True,False,11,False,False,True,498.44,7.5,True,True,True,True,True,12,12,12,0,0,0,1,0,9
3505,"(2, 4, 5, 10)","IMI, MFX, MFX HD, TERI","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Terizidone']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'terizidone']",False,True,False,11,False,False,True,685.34,7.75,True,True,True,True,True,12,12,12,0,0,0,1,0,9
3506,"(2, 4, 5, 11)","IMI, MFX, MFX HD, STREP","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Streptomycin']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'streptomycin']",False,True,False,12,False,False,True,485.26,7.75,True,True,True,True,True,12,11,12,0,0,0,1,0,9
3507,"(2, 4, 5, 12)","IMI, MFX, MFX HD, EMB","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Ethambutol']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'ethambutol']",False,True,False,11,False,False,True,467.93,5.75,True,True,True,True,True,12,12,11,0,0,0,1,1,11
3508,"(2, 4, 5, 13)","IMI, MFX, MFX HD, PAS","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Para-aminosalicylic acid']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'para_aminosalicylic_acid']",False,True,False,11,False,False,True,587.74,7.75,True,True,True,True,True,13,11,13,0,0,0,1,0,9
3509,"(2, 4, 5, 14)","IMI, MFX, MFX HD, ETH","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Ethionamide']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'ethionamide']",False,True,False,11,False,False,True,477.54,7.75,True,True,True,True,True,13,12,12,0,0,0,1,0,10
3510,"(2, 4, 5, 15)","IMI, MFX, MFX HD, PTH","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Prothionamide']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'prothionamide']",False,True,False,11,False,False,True,484.69,7.75,True,True,True,True,True,13,12,12,0,0,0,1,0,10
3511,"(2, 4, 5, 16)","IMI, MFX, MFX HD, RIF","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Rifampicin']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'rifampicin']",True,True,True,12,False,False,True,480.99,5.75,True,True,True,True,True,13,13,15,0,2,0,1,1,11
3512,"(2, 4, 5, 17)","IMI, MFX, MFX HD, RIF HD","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Rifampicin High Dose']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'rifampicin_high_dose']",False,True,False,12,False,False,True,503.87,5.75,True,True,True,True,True,13,11,15,0,2,0,1,1,8
3513,"(2, 4, 5, 18)","IMI, MFX, MFX HD, RBT","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Rifabutin']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'rifabutin']",False,True,False,12,False,False,True,523.34,6.25,True,True,True,True,True,12,12,14,0,0,0,1,1,9
3514,"(2, 4, 5, 19)","IMI, MFX, MFX HD, DLM","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Delamanid']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'delamanid']",False,True,False,11,False,False,True,774.37,5.75,True,True,True,True,True,12,11,13,0,0,0,1,0,8
3515,"(2, 4, 5, 20)","IMI, MFX, MFX HD, INH","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Isoniazid']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'isoniazid']",False,True,False,12,False,False,True,466.35,5.75,True,True,True,True,True,15,13,13,0,0,0,1,1,11
3516,"(2, 4, 5, 21)","IMI, MFX, MFX HD, INH HD","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Isoniazid High Dose']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'isoniazid_high_dose']",False,True,False,12,False,False,True,466.97,6.0,True,True,True,True,True,14,13,13,0,0,0,1,1,9
3517,"(2, 4, 5, 22)","IMI, MFX, MFX HD, PZA","['Imipenem', 'Moxifloxacin', 'Moxifloxacin High Dose', 'Pyrazinamide']","['imipenem', 'moxifloxacin', 'moxifloxacin_high_dose', 'pyrazinamide']",False,True,False,10,False,False,True,467.74,5.75,True,True,True,True,True,11,12,14,0,0,0,1,1,11
3519,"(2, 4, 6, 7)","IMI, MFX, BDQ, AMI","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Amikacin']","['imipenem', 'moxifloxacin', 'bedaquiline', 'amikacin']",False,False,False,11,True,False,True,556.06,7.0,True,True,True,True,True,10,10,14,0,0,0,0,0,10
3520,"(2, 4, 6, 8)","IMI, MFX, BDQ, CFZ","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Clofazimine']","['imipenem', 'moxifloxacin', 'bedaquiline', 'clofazimine']",False,True,False,11,True,False,True,543.01,6.25,True,True,True,True,True,9,11,14,0,0,0,0,0,9
3521,"(2, 4, 6, 9)","IMI, MFX, BDQ, CS","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Cycloserine']","['imipenem', 'moxifloxacin', 'bedaquiline', 'cycloserine']",False,True,False,10,True,False,True,545.75,6.75,True,True,True,True,True,10,11,14,0,0,0,0,0,9
3522,"(2, 4, 6, 10)","IMI, MFX, BDQ, TERI","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Terizidone']","['imipenem', 'moxifloxacin', 'bedaquiline', 'terizidone']",False,True,False,10,True,False,True,732.65,7.0,True,True,True,True,True,10,11,14,0,0,0,0,0,9
3523,"(2, 4, 6, 11)","IMI, MFX, BDQ, STREP","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Streptomycin']","['imipenem', 'moxifloxacin', 'bedaquiline', 'streptomycin']",False,False,False,11,True,False,True,532.5699999999999,7.0,True,True,True,True,True,10,10,14,0,0,0,0,0,9
3524,"(2, 4, 6, 12)","IMI, MFX, BDQ, EMB","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Ethambutol']","['imipenem', 'moxifloxacin', 'bedaquiline', 'ethambutol']",False,True,False,10,True,False,True,515.24,5.0,True,True,True,True,True,10,11,13,0,0,0,0,1,11
3525,"(2, 4, 6, 13)","IMI, MFX, BDQ, PAS","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Para-aminosalicylic acid']","['imipenem', 'moxifloxacin', 'bedaquiline', 'para_aminosalicylic_acid']",False,False,False,10,True,False,True,635.05,7.0,True,True,True,True,True,11,10,15,0,0,0,0,0,9
3526,"(2, 4, 6, 14)","IMI, MFX, BDQ, ETH","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Ethionamide']","['imipenem', 'moxifloxacin', 'bedaquiline', 'ethionamide']",False,True,False,10,True,False,True,524.8499999999999,7.0,True,True,True,True,True,11,11,14,0,0,0,0,0,10
3527,"(2, 4, 6, 15)","IMI, MFX, BDQ, PTH","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Prothionamide']","['imipenem', 'moxifloxacin', 'bedaquiline', 'prothionamide']",False,True,False,10,True,False,True,532.0,7.0,True,True,True,True,True,11,11,14,0,0,0,0,0,10
3528,"(2, 4, 6, 16)","IMI, MFX, BDQ, RIF","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Rifampicin']","['imipenem', 'moxifloxacin', 'bedaquiline', 'rifampicin']",True,True,True,11,True,False,True,528.3,5.0,True,True,True,True,True,11,12,17,0,2,0,0,1,11
3529,"(2, 4, 6, 17)","IMI, MFX, BDQ, RIF HD","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Rifampicin High Dose']","['imipenem', 'moxifloxacin', 'bedaquiline', 'rifampicin_high_dose']",False,False,False,11,True,False,True,551.18,5.0,True,True,True,True,True,11,10,17,0,2,0,0,1,8
3530,"(2, 4, 6, 18)","IMI, MFX, BDQ, RBT","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Rifabutin']","['imipenem', 'moxifloxacin', 'bedaquiline', 'rifabutin']",False,True,False,11,True,False,True,570.65,5.5,True,True,True,True,True,10,11,16,0,0,0,0,1,9
3531,"(2, 4, 6, 19)","IMI, MFX, BDQ, DLM","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Delamanid']","['imipenem', 'moxifloxacin', 'bedaquiline', 'delamanid']",False,False,False,10,True,False,True,821.68,5.0,True,True,True,True,True,10,10,15,0,0,0,0,0,8
3532,"(2, 4, 6, 20)","IMI, MFX, BDQ, INH","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Isoniazid']","['imipenem', 'moxifloxacin', 'bedaquiline', 'isoniazid']",False,True,False,11,True,False,True,513.66,5.0,True,True,True,True,True,13,12,15,0,0,0,0,1,11
3533,"(2, 4, 6, 21)","IMI, MFX, BDQ, INH HD","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Isoniazid High Dose']","['imipenem', 'moxifloxacin', 'bedaquiline', 'isoniazid_high_dose']",False,True,False,11,True,False,True,514.28,5.25,True,True,True,True,True,12,12,15,0,0,0,0,1,9
3534,"(2, 4, 6, 22)","IMI, MFX, BDQ, PZA","['Imipenem', 'Moxifloxacin', 'Bedaquiline', 'Pyrazinamide']","['imipenem', 'moxifloxacin', 'bedaquiline', 'pyrazinamide']",False,True,False,9,True,False,True,515.05,5.0,True,True,True,True,True,9,11,16,1,0,0,0,1,11
3536,"(2, 4, 7, 8)","IMI, MFX, AMI, CFZ","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Clofazimine']","['imipenem', 'moxifloxacin', 'amikacin', 'clofazimine']",False,False,False,12,False,False,True,521.02,8.25,True,True,True,True,True,9,11,11,0,0,0,0,0,9
3537,"(2, 4, 7, 9)","IMI, MFX, AMI, CS","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Cycloserine']","['imipenem', 'moxifloxacin', 'amikacin', 'cycloserine']",False,False,False,11,False,False,True,523.76,8.75,False,True,True,True,True,10,11,11,0,0,0,0,0,9
3538,"(2, 4, 7, 10)","IMI, MFX, AMI, TERI","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Terizidone']","['imipenem', 'moxifloxacin', 'amikacin', 'terizidone']",False,False,False,11,False,False,True,710.66,9.0,False,True,True,True,True,10,11,11,0,0,0,0,0,9
3539,"(2, 4, 7, 11)","IMI, MFX, AMI, STREP","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Streptomycin']","['imipenem', 'moxifloxacin', 'amikacin', 'streptomycin']",False,False,False,12,False,False,True,510.58,9.0,False,True,True,True,True,10,10,11,0,0,0,1,0,9
3540,"(2, 4, 7, 12)","IMI, MFX, AMI, EMB","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Ethambutol']","['imipenem', 'moxifloxacin', 'amikacin', 'ethambutol']",False,False,False,11,True,False,True,493.25,7.0,False,True,True,True,True,10,11,10,0,0,0,0,1,11
3541,"(2, 4, 7, 13)","IMI, MFX, AMI, PAS","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Para-aminosalicylic acid']","['imipenem', 'moxifloxacin', 'amikacin', 'para_aminosalicylic_acid']",False,False,False,11,True,False,True,613.06,9.0,False,True,True,True,True,11,10,12,0,0,0,0,0,9
3542,"(2, 4, 7, 14)","IMI, MFX, AMI, ETH","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Ethionamide']","['imipenem', 'moxifloxacin', 'amikacin', 'ethionamide']",False,False,False,11,True,False,True,502.86,9.0,False,True,True,True,True,11,11,11,0,0,0,0,0,10
3543,"(2, 4, 7, 15)","IMI, MFX, AMI, PTH","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Prothionamide']","['imipenem', 'moxifloxacin', 'amikacin', 'prothionamide']",False,False,False,11,True,False,True,510.01,9.0,False,True,True,True,True,11,11,11,0,0,0,0,0,10
3544,"(2, 4, 7, 16)","IMI, MFX, AMI, RIF","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Rifampicin']","['imipenem', 'moxifloxacin', 'amikacin', 'rifampicin']",True,True,True,12,True,False,True,506.31,7.0,False,True,True,True,True,11,12,14,0,1,0,0,1,11
3545,"(2, 4, 7, 17)","IMI, MFX, AMI, RIF HD","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Rifampicin High Dose']","['imipenem', 'moxifloxacin', 'amikacin', 'rifampicin_high_dose']",False,False,False,12,True,False,True,529.19,7.0,False,True,True,True,True,11,10,14,0,1,0,0,1,8
3546,"(2, 4, 7, 18)","IMI, MFX, AMI, RBT","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Rifabutin']","['imipenem', 'moxifloxacin', 'amikacin', 'rifabutin']",False,True,False,12,True,False,True,548.66,7.5,False,True,True,True,True,10,11,13,0,0,0,0,1,9
3547,"(2, 4, 7, 19)","IMI, MFX, AMI, DLM","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Delamanid']","['imipenem', 'moxifloxacin', 'amikacin', 'delamanid']",False,False,False,11,True,False,True,799.69,7.0,False,True,True,True,True,10,10,12,0,0,0,0,0,8
3548,"(2, 4, 7, 20)","IMI, MFX, AMI, INH","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Isoniazid']","['imipenem', 'moxifloxacin', 'amikacin', 'isoniazid']",False,True,False,12,True,False,True,491.67,7.0,False,True,True,True,True,13,12,12,0,0,0,0,1,11
3549,"(2, 4, 7, 21)","IMI, MFX, AMI, INH HD","['Imipenem', 'Moxifloxacin', 'Amikacin', 'Isoniazid High Dose']","['imipenem', 'moxifloxacin', 'amikacin', 'isoniazid_high_dose']",False,True,False,12,True,False,True,492.29,7.25,False,True,True,True,True,12,12,12,0,0,0,0,1,9
